id,reference,status,title.en,secretariat.id,secretariat.acronym,creationDate,scope.en,parentId,childrenId,pMembers.id,pMembers.acronym,oMembers.id,oMembers.acronym,committeeLiaisons.id,committeeLiaisons.reference,organizationLiaisons.id,organizationLiaisons.acronym,sortKey
52250,ISO/TC 131/SC 2,Suspended,"Pumps, motors and integral transmissions",1511,DIN,1981-01-01,Standardization of dimensions and technical parameters of hydraulic pumps fluid power motors and integral transmissions.,52232,,"[1511, 1579, 1635, 1663, 1738, 1794, 1823, 1835, 2027, 2045, 2064, 2133, 2168, 2176, 2188]","[DIN, ABNT, SAC, KATS, AFNOR, BIS, UNI, JISC, NEN, PKN, BSI, UNMZ, TSE, GOST R, ANSI]","[1597, 1734, 1784, 1803, 2058, 2101, 2106]","[BDS, SFS, MSZT, INSO, ASRO, SIS, SNV]","[46570, 51654]","[ISO/TC 20/SC 10, ISO/TC 112]",[8912],[CETOP],ISO/TC 131/~SC 002
52254,ISO/TC 131/SC 3,Active,Cylinders,1511,DIN,1984-07-30,"Standardization in the field of fluid power cylinders, including reciprocating and oscillating devices, semi-rotary actuators, and similar components; comprising terminology, dimensions and performance characteristics.",52232,,"[1511, 1579, 1635, 1663, 1738, 1794, 1823, 1835, 2027, 2045, 2064, 2101, 2133, 2168, 2188]","[DIN, ABNT, SAC, KATS, AFNOR, BIS, UNI, JISC, NEN, PKN, BSI, SIS, UNMZ, TSE, ANSI]","[1597, 1734, 1784, 1803, 2058, 2106, 2176]","[BDS, SFS, MSZT, INSO, ASRO, SNV, GOST R]","[5383785, 46570, 45576]","[ISO/TC 22/SC 33, ISO/TC 20/SC 10, ISO/TC 4/SC 7]",[8912],[CETOP],ISO/TC 131/~SC 003
52266,ISO/TC 131/SC 4,Active,Connectors and similar products and components,2188,ANSI,1980-01-31,"Standardization in the field of fluid power ports, connectors, tubes, hose fittings and assemblies, comprising terminology, dimensions, and performance characteristics.",52232,,"[1511, 1579, 1635, 1738, 1794, 1823, 1835, 2027, 2045, 2054, 2064, 2101, 2133, 2168, 2176, 2188]","[DIN, ABNT, SAC, AFNOR, BIS, UNI, JISC, NEN, PKN, IPQ, BSI, SIS, UNMZ, TSE, GOST R, ANSI]","[1561, 1597, 1663, 1734, 1784, 1803, 2058, 2106]","[NBN, BDS, KATS, SFS, MSZT, INSO, ASRO, SNV]","[48692, 52500, 5383785, 46570, 47032, 45592, 45594, 45636]","[ISO/TC 45/SC 1, ISO/TC 138, ISO/TC 22/SC 33, ISO/TC 20/SC 10, ISO/TC 23/SC 4, ISO/TC 5, ISO/TC 5/SC 1, ISO/TC 5/SC 5]",[8912],[CETOP],ISO/TC 131/~SC 004
52286,ISO/TC 131/SC 5,Active,Control products and components,1738,AFNOR,1980-01-01,Standardization of dimensions and performance characteristics of control products and components.,52232,,"[1511, 1579, 1635, 1738, 1794, 1823, 1835, 2064, 2133, 2188]","[DIN, ABNT, SAC, AFNOR, BIS, UNI, JISC, BSI, UNMZ, ANSI]","[1597, 1663, 1734, 1784, 1803, 2017, 2027, 2045, 2058, 2101, 2106, 2158, 2168, 2176]","[BDS, KATS, SFS, MSZT, INSO, PSQCA, NEN, PKN, ASRO, SIS, SNV, INNORPI, TSE, GOST R]",,,[8912],[CETOP],ISO/TC 131/~SC 005
52300,ISO/TC 131/SC 6,Active,Contamination control,2064,BSI,1982-02-02,"Standardization in the field of contamination control, comprising terminology, safety requirements and testing and inspection methods.To include such applications as: Sampling, contamination analysis and reporting, filter, and separator evaluation.",52232,,"[1511, 1561, 1579, 1635, 1663, 1717, 1738, 1794, 1823, 1835, 2027, 2045, 2064, 2101, 2133, 2168, 2176, 2188]","[DIN, NBN, ABNT, SAC, KATS, UNE, AFNOR, BIS, UNI, JISC, NEN, PKN, BSI, SIS, UNMZ, TSE, GOST R, ANSI]","[1597, 1734, 1803, 2058]","[BDS, SFS, INSO, ASRO]",[5383858],[ISO/TC 22/SC 34],,,ISO/TC 131/~SC 006
52312,ISO/TC 131/SC 7,Active,Sealing devices,1835,JISC,1984-07-30,"Standardization of the dimensions, materials, and performance of sealing systems.",52232,,"[1511, 1579, 1635, 1738, 1823, 1835, 2027, 2045, 2064, 2101, 2106, 2133, 2168, 2176, 2188]","[DIN, ABNT, SAC, AFNOR, UNI, JISC, NEN, PKN, BSI, SIS, SNV, UNMZ, TSE, GOST R, ANSI]","[1597, 1663, 1734, 1784, 1794, 1803, 2058]","[BDS, KATS, SFS, MSZT, BIS, INSO, ASRO]","[54560, 46570, 48730]","[ISO/TC 197, ISO/TC 20/SC 10, ISO/TC 45/SC 4]",[8912],[CETOP],ISO/TC 131/~SC 007
52330,ISO/TC 131/SC 8,Active,Product testing,2064,BSI,1984-07-30,Standardization of product testing for fluid power components and systems.,52232,,"[1511, 1579, 1635, 1663, 1738, 1794, 1823, 1835, 2027, 2045, 2064, 2133, 2168, 2176, 2188]","[DIN, ABNT, SAC, KATS, AFNOR, BIS, UNI, JISC, NEN, PKN, BSI, UNMZ, TSE, GOST R, ANSI]","[1597, 1734, 1784, 1803, 2058, 2101]","[BDS, SFS, MSZT, INSO, ASRO, SIS]","[46570, 48474]","[ISO/TC 20/SC 10, ISO/TC 43/SC 1]",[8912],[CETOP],ISO/TC 131/~SC 008
52356,ISO/TC 131/SC 9,Active,Installations and systems,2064,BSI,1980-01-01,"Standardization covering the application, design, safety, construction, installation, performance assessment, operation, control, maintenance, and energy efficiency of fluid power systems.",52232,,"[1511, 1579, 1635, 1738, 1794, 1823, 1835, 2027, 2045, 2064, 2101, 2133, 2168, 2176, 2188]","[DIN, ABNT, SAC, AFNOR, BIS, UNI, JISC, NEN, PKN, BSI, SIS, UNMZ, TSE, GOST R, ANSI]","[1597, 1663, 1734, 1803, 2058, 2106]","[BDS, KATS, SFS, INSO, ASRO, SNV]","[48354, 341140, 52180]","[ISO/TC 39, ISO/TC 39/SC 10, ISO/TC 127/SC 2]",[8912],[CETOP],ISO/TC 131/~SC 009
52364,ISO/TC 132,Active,Ferroalloys,1635,SAC,1969-01-01,"Standardization in the field of ferroalloys and other alloying additives used in iron and steelmaking, and the manganese ore and chromium ore used in ferroalloys raw material.Excluded: standardization of ferronickels which devolves upon ISO/TC 155.",,,"[1511, 1635, 1794, 1823, 1835, 2176, 308878]","[DIN, SAC, BIS, UNI, JISC, GOST R, O'ZTTSA]","[1485, 1520, 1529, 1597, 1657, 1663, 1680, 1717, 1725, 1734, 1738, 1759, 1784, 1798, 1803, 2027, 2045, 2054, 2058, 2064, 2106, 2133, 2158, 2168, 2172, 2209, 548909]","[SABS, IRAM, ASI, BDS, CSK, KATS, HZN, UNE, IES, SFS, AFNOR, NQIS ELOT, MSZT, BSN, INSO, NEN, PKN, IPQ, ASRO, BSI, SNV, UNMZ, INNORPI, TSE, SE UkrNDNC, ISS, AGANOR]","[48858, 51012, 53216]","[ISO/TC 47, ISO/TC 102, ISO/TC 155]","[3182, 8833, 9577638]","[EC - European Commission, WCO, ICDA]",ISO/TC 132
52374,ISO/TC 133,Active,"Clothing sizing systems - size designation, size measurement methods and digital fittings",1485,SABS,1969-01-01,"Standardization of a system of size designations resulting from the establishment of one or more sizing systems for clothes based on size designation, body size measurement methods for clothing and for digital garment fitting.",,,"[1485, 1511, 1524, 1561, 1635, 1663, 1696, 1717, 1725, 1734, 1738, 1747, 1794, 1803, 1823, 1835, 1854, 2027, 2036, 2045, 2054, 2064, 2101, 2106, 2168, 2176]","[SABS, DIN, SA, NBN, SAC, KATS, DS, UNE, IES, SFS, AFNOR, GSA, BIS, INSO, UNI, JISC, KEBS, NEN, INACAL, PKN, IPQ, BSI, SIS, SNV, TSE, GOST R]","[1516, 1520, 1529, 1579, 1597, 1629, 1644, 1684, 1700, 1759, 1784, 1798, 1815, 1944, 1965, 2041, 2058, 2091, 2110, 2133, 2139, 2149, 2158, 2199, 2209, 308857, 308878]","[SASO, IRAM, ASI, ABNT, BDS, INN, ICONTEC, NC, EOS, NQIS ELOT, MSZT, BSN, NSAI, MSB, MASM, BPS, ASRO, SLSI, UNMS SR, UNMZ, TISI, TTBS, INNORPI, STAMEQ, ISS, COSQC, O'ZTTSA]","[48148, 52496, 53362, 50626, 53352, 53348]","[ISO/TC 38, ISO/TC 137, ISO/TC 159/SC 3, ISO/TC 94/SC 13, ISO/TC 159/SC 1, ISO/TC 159]",[9807],[EURATEX],ISO/TC 133
52376,ISO/TC 134,Active,"Fertilizers, soil conditioners and beneficial substances",1803,INSO,1969-01-01,"Standardization in the field of fertilizers, soil conditioners and beneficial substances, that is, materials whose addition is intended to ensure or improve the nourishment of cultivated plants and / or to improve the properties of soils, and the efficient use thereof.",,,"[1511, 1516, 1529, 1561, 1635, 1644, 1700, 1717, 1734, 1738, 1747, 1794, 1803, 1815, 1819, 1823, 1844, 1854, 1911, 1931, 1994, 2017, 2027, 2036, 2064, 2091, 2106, 2120, 2133, 2176, 2188, 308857, 308878]","[DIN, SASO, ASI, NBN, SAC, ICONTEC, EOS, UNE, SFS, AFNOR, GSA, BIS, INSO, NSAI, SII, UNI, JSMO, KEBS, DSM, IMANOR, SN, PSQCA, NEN, INACAL, BSI, SLSI, SNV, TBS, UNMZ, GOST R, ANSI, COSQC, O'ZTTSA]","[1489, 1579, 1591, 1603, 1623, 1629, 1640, 1657, 1663, 1680, 1684, 1725, 1759, 1784, 1798, 1835, 1944, 1965, 1982, 2045, 2054, 2058, 2084, 2139, 2149, 2158, 2168, 2172, 2199, 2209, 2215, 308829, 8042280]","[ARMSTANDARD, ABNT, BBN, ISBIH, ANOR, INN, CYS, CSK, KATS, HZN, NC, IES, NQIS ELOT, MSZT, BSN, JISC, MSB, MASM, SON, PKN, IPQ, ASRO, SBS, TISI, TTBS, INNORPI, TSE, SE UkrNDNC, STAMEQ, ISS, ZABS, SAZ, ATNOR]","[47148, 48858, 54328, 47166, 49742, 54346, 47924]","[ISO/TC 23/SC 18, ISO/TC 47, ISO/TC 190, ISO/TC 24, ISO/TC 69, ISO/TC 190/SC 3, ISO/TC 34/SC 10]","[3182, 8792, 8796, 8833, 9098, 9587, 9635, 9694, 10063]","[EC - European Commission, AOAC INTERNATIONAL, FE, WCO, FAO, IMPHOS, IFA, OECD, IFDC]",ISO/TC 134
52398,ISO/TC 135,Active,Non-destructive testing,1835,JISC,1969-01-01,"Standardization covering non-destructive testing as applied generally to constructional materials, components and assemblies, by means of: <ul> <li>glossary of terms; </li><li>methods of test; </li><li>performance specifications for testing equipment and ancillary apparatus. </li></ul> <p>Excluded: </p><ul> <li>quality levels; </li><li>specifications for electrical equipment and apparatus, which fall within the range of IEC Committees. </li></ul>",,"[52404,52410,52416,52418,52430,52446,542404,52432]","[1485, 1499, 1511, 1520, 1529, 1561, 1579, 1619, 1635, 1663, 1717, 1738, 1747, 1794, 1798, 1803, 1823, 1835, 1848, 1854, 1911, 1954, 1965, 1994, 2027, 2041, 2045, 2054, 2058, 2064, 2074, 2091, 2101, 2172, 2176, 2188]","[SABS, IANOR, DIN, IRAM, ASI, NBN, ABNT, SCC, SAC, KATS, UNE, AFNOR, GSA, BIS, BSN, INSO, UNI, JISC, CTRM, KEBS, DSM, DGN, MASM, SN, NEN, BPS, PKN, IPQ, ASRO, BSI, SSC, SLSI, SIS, SE UkrNDNC, GOST R, ANSI]","[1516, 1524, 1555, 1597, 1603, 1644, 1657, 1680, 1684, 1700, 1734, 1759, 1770, 1784, 1819, 1944, 1998, 2106, 2110, 2116, 2133, 2139, 2154, 2158, 2168, 2199, 2209, 308829, 308857, 308878]","[SASO, SA, BELST, BDS, ISBIH, ICONTEC, CSK, HZN, NC, EOS, SFS, NQIS ELOT, ITCHKSAR, MSZT, SII, MSB, NZSO, SNV, UNMS SR, SASMO, UNMZ, TISI, ISRSM, INNORPI, TSE, STAMEQ, ISS, SAZ, COSQC, O'ZTTSA]","[48620, 47228, 48602, 51926, 49506, 51902, 50152, 50328, 46390, 46156, 50084, 51896, 51358, 53156, 46232, 46484, 54998, 51538, 51960, 52096, 49588, 51654]","[ISO/TC 44/SC 5, ISO/TC 26, ISO/TC 44, ISO/TC 119/SC 3, ISO/TC 67, ISO/TC 119/SC 2, ISO/TC 79/SC 7, ISO/TC 85/SC 5, ISO/TC 17/SC 11, ISO/TC 11, ISO/TC 79, ISO/TC 119, ISO/TC 107, ISO/TC 153, ISO/TC 17, ISO/TC 20, null, ISO/TC 108/SC 5, ISO/TC 119/SC 4, ISO/TC 123/SC 2, ISO/TC 67/SC 5, ISO/TC 112]","[3182, 8833, 8898, 9198, 9563, 9905, 10073, 7831826]","[EC - European Commission, WCO, CEOC, IAEA, IIW, ICNDT, INLAC, TIC Council]",ISO/TC 135
52404,ISO/TC 135/SC 2,Active,Surface methods,1485,SABS,1982-02-08,,52398,,"[1485, 1511, 1520, 1529, 1619, 1635, 1663, 1717, 1738, 1794, 1798, 1803, 1823, 1835, 1848, 1911, 1954, 2027, 2045, 2064, 2101, 2106, 2176, 2188]","[SABS, DIN, IRAM, ASI, SCC, SAC, KATS, UNE, AFNOR, BIS, BSN, INSO, UNI, JISC, CTRM, DSM, DGN, NEN, PKN, BSI, SIS, SNV, GOST R, ANSI]","[1555, 1561, 1579, 1597, 1680, 1734, 1784, 1994, 1998, 2054, 2058, 2110, 2133, 2172, 308829]","[BELST, NBN, ABNT, BDS, HZN, SFS, MSZT, SN, NZSO, IPQ, ASRO, UNMS SR, UNMZ, SE UkrNDNC, SAZ]",,,,,ISO/TC 135/~SC 002
52410,ISO/TC 135/SC 3,Active,Ultrasonic testing,1511,DIN,1982-02-08,,52398,,"[1485, 1511, 1520, 1529, 1561, 1635, 1663, 1696, 1717, 1738, 1794, 1798, 1803, 1823, 1835, 1848, 1911, 1954, 2027, 2045, 2058, 2064, 2101, 2106, 2176, 2188]","[SABS, DIN, IRAM, ASI, NBN, SAC, KATS, DS, UNE, AFNOR, BIS, BSN, INSO, UNI, JISC, CTRM, DSM, DGN, NEN, PKN, ASRO, BSI, SIS, SNV, GOST R, ANSI]","[1524, 1555, 1579, 1597, 1619, 1680, 1734, 1784, 1819, 1854, 1994, 1998, 2054, 2110, 2133, 2172, 308829]","[SA, BELST, ABNT, BDS, SCC, HZN, SFS, MSZT, SII, KEBS, SN, NZSO, IPQ, UNMS SR, UNMZ, SE UkrNDNC, SAZ]","[46366, 46464, 48620, 6086504, 46434, 52566, 46390, 55014]","[ISO/TC 17/SC 7, ISO/TC 17/SC 19, ISO/TC 44/SC 5, ISO/TC 269/SC 1, ISO/TC 17/SC 15, ISO/TC 138/SC 5, ISO/TC 17/SC 11, null]","[3182, 9563]","[EC - European Commission, IIW]",ISO/TC 135/~SC 003
52416,ISO/TC 135/SC 4,Active,Eddy current testing,1738,AFNOR,1982-02-08,,52398,,"[1485, 1511, 1520, 1529, 1619, 1635, 1663, 1717, 1738, 1794, 1798, 1803, 1823, 1835, 1848, 1911, 2027, 2045, 2058, 2064, 2101, 2106, 2176, 2188]","[SABS, DIN, IRAM, ASI, SCC, SAC, KATS, UNE, AFNOR, BIS, BSN, INSO, UNI, JISC, CTRM, DSM, NEN, PKN, ASRO, BSI, SIS, SNV, GOST R, ANSI]","[1524, 1555, 1579, 1597, 1734, 1784, 1854, 1994, 1998, 2054, 2110, 2133, 2139, 2172, 2209, 308829]","[SA, BELST, ABNT, BDS, SFS, MSZT, KEBS, SN, NZSO, IPQ, UNMS SR, UNMZ, TISI, SE UkrNDNC, ISS, SAZ]",,,,,ISO/TC 135/~SC 004
52418,ISO/TC 135/SC 5,Active,Radiographic testing,1511,DIN,1982-08-08,,52398,,"[1485, 1511, 1520, 1529, 1619, 1635, 1663, 1717, 1734, 1738, 1747, 1759, 1794, 1798, 1803, 1823, 1835, 1854, 1911, 1931, 1954, 2027, 2045, 2064, 2101, 2176, 2188]","[SABS, DIN, IRAM, ASI, SCC, SAC, KATS, UNE, SFS, AFNOR, GSA, NQIS ELOT, BIS, BSN, INSO, UNI, JISC, KEBS, DSM, IMANOR, DGN, NEN, PKN, BSI, SIS, GOST R, ANSI]","[1555, 1561, 1579, 1597, 1680, 1784, 1819, 1994, 1998, 2054, 2058, 2106, 2110, 2133, 2172, 2209, 308829]","[BELST, NBN, ABNT, BDS, HZN, MSZT, SII, SN, NZSO, IPQ, ASRO, SNV, UNMS SR, UNMZ, SE UkrNDNC, ISS, SAZ]","[48620, 46390]","[ISO/TC 44/SC 5, ISO/TC 17/SC 11]",,,ISO/TC 135/~SC 005
52430,ISO/TC 135/SC 6,Active,Leak testing,1835,JISC,1982-02-08,,52398,,"[1485, 1511, 1520, 1529, 1635, 1663, 1717, 1738, 1747, 1794, 1798, 1803, 1823, 1835, 1994, 2027, 2045, 2058, 2064, 2176, 2188]","[SABS, DIN, IRAM, ASI, SAC, KATS, UNE, AFNOR, GSA, BIS, BSN, INSO, UNI, JISC, SN, NEN, PKN, ASRO, BSI, GOST R, ANSI]","[1555, 1561, 1579, 1597, 1784, 2054, 2106, 2110, 2133, 2172, 308829]","[BELST, NBN, ABNT, BDS, MSZT, IPQ, SNV, UNMS SR, UNMZ, SE UkrNDNC, SAZ]",,,,,ISO/TC 135/~SC 006
52432,ISO/TC 135/SC 7,Active,Personnel qualification,1619,SCC,1982-02-08,,52398,,"[1485, 1511, 1520, 1524, 1529, 1561, 1579, 1619, 1635, 1663, 1696, 1717, 1734, 1738, 1784, 1794, 1798, 1803, 1823, 1835, 1848, 1854, 1911, 1954, 1994, 2027, 2041, 2064, 2074, 2101, 2106, 2176, 2188]","[SABS, DIN, IRAM, SA, ASI, NBN, ABNT, SCC, SAC, KATS, DS, UNE, SFS, AFNOR, MSZT, BIS, BSN, INSO, UNI, JISC, CTRM, KEBS, DSM, DGN, SN, NEN, BPS, BSI, SSC, SIS, SNV, GOST R, ANSI]","[1597, 1680, 1931, 1998, 2045, 2054, 2058, 2091, 2110, 2133, 2139, 2172, 308829]","[BDS, HZN, IMANOR, NZSO, PKN, IPQ, ASRO, SLSI, UNMS SR, UNMZ, TISI, SE UkrNDNC, SAZ]","[46464, 54998, 51538]","[ISO/TC 17/SC 19, null, ISO/TC 108/SC 5]","[9198, 9905]","[IAEA, ICNDT]",ISO/TC 135/~SC 007
52446,ISO/TC 135/SC 8,Active,Thermographic testing,1663,KATS,1998-11-10,,52398,,"[1511, 1524, 1529, 1579, 1619, 1635, 1663, 1717, 1738, 1794, 1798, 1803, 1823, 1835, 2064, 2176, 2188]","[DIN, SA, ASI, ABNT, SCC, SAC, KATS, UNE, AFNOR, BIS, BSN, INSO, UNI, JISC, BSI, GOST R, ANSI]","[1520, 1561, 1597, 1680, 2058, 2106, 2110, 2133, 2172]","[IRAM, NBN, BDS, HZN, ASRO, SNV, UNMS SR, UNMZ, SE UkrNDNC]",[51538],[ISO/TC 108/SC 5],,,ISO/TC 135/~SC 008
542404,ISO/TC 135/SC 9,Active,Acoustic emission testing,1635,SAC,2007-03-27,,52398,,"[1485, 1511, 1520, 1529, 1561, 1635, 1663, 1717, 1738, 1794, 1798, 1823, 1835, 1848, 2027, 2045, 2064, 2106, 2133, 2176, 2188]","[SABS, DIN, IRAM, ASI, NBN, SAC, KATS, UNE, AFNOR, BIS, BSN, UNI, JISC, CTRM, NEN, PKN, BSI, SNV, UNMZ, GOST R, ANSI]","[1524, 1579, 1597, 1803, 2058, 2110, 2172]","[SA, ABNT, BDS, INSO, ASRO, UNMS SR, SE UkrNDNC]","[51538, 49062]","[ISO/TC 108/SC 5, ISO/TC 58/SC 4]",,,ISO/TC 135/~SC 009
52448,ISO/TC 136,Active,Furniture,1823,UNI,1969-01-01,"Standardization in the field of furniture including: <ul> <li>terms and definitions; </li><li>performance, safety and dimensional requirements; </li><li>requirements for specific components (such as hardware); </li><li>test methods. </li></ul> <p>By furniture is meant free-standing or built-in units which are used for storing, lying, sitting, working and eating. </p><p>Excluded: </p><ul> <li>such units with corresponding functions that are dealt with by other ISO technical committees. </li></ul>",,,"[1511, 1516, 1524, 1529, 1561, 1635, 1696, 1717, 1734, 1738, 1803, 1815, 1823, 1835, 1911, 1982, 1994, 2027, 2041, 2045, 2064, 2101, 2133, 2176, 2188, 2209]","[DIN, SASO, SA, ASI, NBN, SAC, DS, UNE, SFS, AFNOR, INSO, NSAI, UNI, JISC, DSM, SON, SN, NEN, BPS, PKN, BSI, SIS, UNMZ, GOST R, ANSI, ISS]","[1485, 1597, 1623, 1629, 1663, 1680, 1684, 1690, 1700, 1725, 1759, 1770, 1784, 1794, 1798, 1827, 1854, 1897, 1938, 1965, 2036, 2054, 2058, 2106, 2110, 2120, 2139, 2158, 2168, 2172, 258872, 288025, 308857, 308878, 537437, 547395]","[SABS, BDS, ANOR, INN, KATS, HZN, NC, AZSTAND, EOS, IES, NQIS ELOT, ITCHKSAR, MSZT, BIS, BSN, BSJ, KEBS, LST, ISM, MASM, INACAL, IPQ, ASRO, SNV, UNMS SR, TBS, TISI, INNORPI, TSE, SE UkrNDNC, PSI, RSB, COSQC, O'ZTTSA, DOSM, ISME]","[49070, 53782, 53362, 53444, 53352, 55148, 50428, 5819148]","[ISO/TC 59, ISO/TC 173, ISO/TC 159/SC 3, ISO/TC 162, ISO/TC 159/SC 1, null, ISO/TC 89, ISO/TC 296]",[9010],[UNECE],ISO/TC 136
52496,ISO/TC 137,Active,Footwear sizing designations and marking systems,1485,SABS,1970-01-01,"Standardization of footwear sizing systems based on the measurement of the foot, and the designation and marking of such sizes; standardization of sizing ranges (unit and intervals); standardization of a system of calibrating the last or equivalent equipment; including the use of digital data, and terminology.",,,"[1485, 1511, 1635, 1663, 1717, 1738, 1794, 1803, 1823, 2054, 2064, 2091, 2176]","[SABS, DIN, SAC, KATS, UNE, AFNOR, BIS, INSO, UNI, IPQ, BSI, SLSI, GOST R]","[1520, 1529, 1597, 1629, 1684, 1696, 1700, 1725, 1734, 1759, 1770, 1784, 1815, 1835, 1854, 1911, 1965, 2027, 2041, 2045, 2058, 2110, 2133, 2158, 2168, 2209, 308878]","[IRAM, ASI, BDS, INN, NC, DS, EOS, IES, SFS, NQIS ELOT, ITCHKSAR, MSZT, NSAI, JISC, KEBS, DSM, MASM, NEN, BPS, PKN, ASRO, UNMS SR, UNMZ, INNORPI, TSE, ISS, O'ZTTSA]","[48148, 54972, 53362, 50592, 52374, 53352]","[ISO/TC 38, ISO/TC 216, ISO/TC 159/SC 3, ISO/TC 94/SC 3, ISO/TC 133, ISO/TC 159/SC 1]","[8853, 9827]","[CEC, WFSGI]",ISO/TC 137
52500,ISO/TC 138,Active,"Plastics pipes, fittings and valves for the transport of fluids",1835,JISC,1970-01-01,"Standardization of pipes, fittings, valves and auxiliary equipments intended for the transport of fluids and made from all types of plastic materials, including all types of reinforced plastics. <p>Metal fittings used with plastics pipes are also included. </p><p>This standardization includes - for pipes, flanges, fittings, valves and auxiliary equipments - dimensions and their tolerances; requirements for chemical, mechanical and physical properties and appropriate test methods; requirements and test methods for other properties relevant to particular applications; temperature and pressure ratings. </p>",,"[52518,52530,52542,52556,52566,52600,4915116,52590]","[1511, 1516, 1520, 1524, 1529, 1537, 1561, 1579, 1619, 1629, 1635, 1644, 1663, 1667, 1696, 1700, 1704, 1717, 1734, 1738, 1784, 1803, 1819, 1823, 1835, 1844, 1854, 1873, 1911, 1965, 1994, 2027, 2045, 2064, 2101, 2106, 2133, 2139, 2168, 2176, 2188, 308866]","[DIN, SASO, IRAM, SA, ASI, BSTI, NBN, ABNT, SCC, INN, SAC, ICONTEC, KATS, INTECO, DS, EOS, MoIAT-STR, UNE, SFS, AFNOR, MSZT, INSO, SII, UNI, JISC, JSMO, KEBS, LIBNOR, DSM, MASM, SN, NEN, PKN, BSI, SIS, SNV, UNMZ, TISI, TSE, GOST R, ANSI, UNBS]","[1485, 1555, 1597, 1640, 1657, 1680, 1684, 1690, 1711, 1759, 1770, 1788, 1794, 1798, 1815, 1931, 1944, 1954, 2041, 2054, 2058, 2074, 2091, 2110, 2120, 2149, 2158, 2172, 2182, 2199, 2209, 288025, 299538, 308829, 308857, 308878]","[SABS, BELST, BDS, CYS, CSK, HZN, NC, AZSTAND, INEN, NQIS ELOT, ITCHKSAR, IST, BIS, BSN, NSAI, IMANOR, MSB, DGN, BPS, IPQ, ASRO, SSC, SLSI, UNMS SR, TBS, TTBS, INNORPI, SE UkrNDNC, UNIT, STAMEQ, ISS, RSB, SIST, SAZ, COSQC, O'ZTTSA]","[54448, 54204, 49532, 49272, 45824, 45592, 49262, 49366, 53156, 45594, 49256]","[ISO/TC 193, ISO/TC 185, ISO/TC 67/SC 2, ISO/TC 61/SC 2, ISO/TC 8/SC 3, ISO/TC 5, ISO/TC 61/SC 1, ISO/TC 61/SC 9, ISO/TC 153, ISO/TC 5/SC 1, ISO/TC 61]",,,ISO/TC 138
52518,ISO/TC 138/SC 1,Active,"Plastics pipes and fittings for soil, waste and drainage (including land drainage)",1738,AFNOR,1982-04-14,"Standardization of plastic pipes, fittings and other products for wastewater applications as well as their specific test methods.Wastewater includes any combination of water discharged from domestic, industrial or commercial premises, and surface run-off.",52500,,"[1485, 1511, 1516, 1520, 1524, 1529, 1537, 1561, 1579, 1619, 1629, 1635, 1644, 1663, 1667, 1696, 1704, 1717, 1734, 1738, 1784, 1803, 1815, 1819, 1823, 1835, 1854, 1911, 1954, 1965, 1994, 2027, 2045, 2064, 2101, 2106, 2133, 2139, 2176, 2188, 308866]","[SABS, DIN, SASO, IRAM, SA, ASI, BSTI, NBN, ABNT, SCC, INN, SAC, ICONTEC, KATS, INTECO, DS, MoIAT-STR, UNE, SFS, AFNOR, MSZT, INSO, NSAI, SII, UNI, JISC, KEBS, DSM, DGN, MASM, SN, NEN, PKN, BSI, SIS, SNV, UNMZ, TISI, GOST R, ANSI, UNBS]","[1555, 1640, 1700, 1711, 1759, 1788, 1794, 1844, 1873, 1931, 2054, 2058, 2074, 2091, 2110, 2116, 2120, 2158, 2168, 2209]","[BELST, CYS, EOS, INEN, NQIS ELOT, IST, BIS, JSMO, LIBNOR, IMANOR, IPQ, ASRO, SSC, SLSI, UNMS SR, SASMO, TBS, INNORPI, TSE, ISS]",,,,,ISO/TC 138/~SC 001
52530,ISO/TC 138/SC 2,Active,Plastics pipes and fittings for water supplies,2106,SNV,1983-01-01,"Standardization of plastic pipes, fittings and accessories intended for water supplies, mains, sub-mains and watering laterals",52500,,"[1485, 1511, 1516, 1520, 1524, 1529, 1561, 1579, 1629, 1635, 1644, 1663, 1667, 1696, 1704, 1717, 1734, 1738, 1784, 1803, 1819, 1823, 1835, 1854, 1911, 1954, 1965, 1994, 2027, 2045, 2064, 2101, 2106, 2133, 2139, 2176, 2188, 308866]","[SABS, DIN, SASO, IRAM, SA, ASI, NBN, ABNT, INN, SAC, ICONTEC, KATS, INTECO, DS, MoIAT-STR, UNE, SFS, AFNOR, MSZT, INSO, SII, UNI, JISC, KEBS, DSM, DGN, MASM, SN, NEN, PKN, BSI, SIS, SNV, UNMZ, TISI, GOST R, ANSI, UNBS]","[1537, 1555, 1565, 1597, 1640, 1700, 1711, 1759, 1770, 1788, 1794, 1815, 1844, 1873, 1931, 2054, 2058, 2074, 2091, 2110, 2120, 2168, 2209, 308829]","[BSTI, BELST, IBNORCA, BDS, CYS, EOS, INEN, NQIS ELOT, ITCHKSAR, IST, BIS, NSAI, JSMO, LIBNOR, IMANOR, IPQ, ASRO, SSC, SLSI, UNMS SR, TBS, TSE, ISS, SAZ]","[48730, 52566, 47148, 49256]","[ISO/TC 45/SC 4, ISO/TC 138/SC 5, ISO/TC 23/SC 18, ISO/TC 61]",,,ISO/TC 138/~SC 002
